1001852,2
10023861,2
10025294,2
10025302,3
10025399,3
10027394,2
10027573,3
10027577,3
10027578,2
10027940,2
10030326,3
10036339,2
10037256,1
10037770,1
10047431,2
10047432,2
10047433,2
10048236,2
10049952,2
10051320,3
10051618,3
10051636,1
10051641,2
10051651,1
10052637,1
10052685,2
10053014,2
10063931,1
10064061,2
10064092,3
10064093,3
10064098,2
10064101,1
10064671,2
10066341,2
10066690,1
10067662,3
10067726,2
10067971,1
10068380,3
10068385,3
10068412,3
10068486,1
10072490,2
10073780,3
10074012,2
10075251,3
10075330,3
10077354,3
10077454,3
10077636,1
10078544,2
10078547,2
10078559,3
10078561,3
10078563,1
10078573,2
10078575,3
10078995,1
10080827,2
10080840,2
10081514,3
10084243,3
10084586,3
10084598,3
10086388,2
10086946,2
10088625,3
10090009,1
1009003,1
10090898,3
10093309,3
10095815,2
10096516,2
10096780,2
10096781,3
10096786,2
10096788,1
10096789,2
10096790,3
10096791,2
10097254,3
10097897,2
10097898,2
10097899,2
10097900,2
10097901,2
10097917,3
10097918,3
10097929,3
10097930,3
10097932,2
10097935,2
10098523,1
10099885,2
10099967,2
10102685,1
10102689,3
10102697,1
10102698,1
10102706,2
10102711,3
10102716,3
10147629,2
10147929,2
10178482,3
10183339,3
10186460,3
10189531,3
10189532,3
10189543,3
10189563,3
10190643,3
10190896,2
10190928,2
10191799,3
10192335,2
10193189,2
10193257,2
10194524,1
10195930,2
10197198,3
10197653,2
10198339,2
10199430,3
10199761,2
10199785,3
10200497,2
10201457,2
10201921,2
10201997,2
10201999,2
10202001,2
10202002,2
10203241,1
10206450,2
10207172,2
10209433,2
10209507,2
10209508,2
10212083,2
10212830,3
10212834,3
10212842,3
10213040,2
10213157,1
10217393,2
10217422,3
10218775,1
10218793,1
10220202,2
10221665,2
10221937,2
10224170,2
10226887,2
10227563,3
10227572,2
10229287,3
10229289,3
10229293,3
10229297,3
10229302,3
10229305,2
10229308,3
10230643,3
10230646,1
10230648,2
10230651,2
10230652,1
10230654,3
10232707,2
10233049,3
10233208,3
10233747,2
10235173,3
10235199,2
10319147,1
10320614,2
10321421,2
10323367,2
10323373,2
10323375,2
10323407,2
10323602,3
10325232,2
10326077,2
10328653,2
10329206,2
10329962,1
10329982,1
10330293,2
10330296,2
10330297,2
10330298,2
10330299,2
10330425,2
10331157,2
10331395,3
10331399,2
10331400,2
10331402,2
10331410,3
10331418,3
10331421,1
10331425,3
10331426,3
10331428,3
10332663,2
10332670,3
10332671,2
10332675,2
10332677,3
10332681,3
10332682,2
10332683,3
10332687,3
10332688,3
10332690,2
10333045,2
10333048,2
10333050,2
10333051,3
10333054,2
10333055,2
10333086,3
10333115,2
10333896,2
10333897,3
10333900,3
10333901,3
10333910,2
10333911,3
10333912,3
10333938,3
10333941,2
10333942,3
10333943,3
10333946,3
10333956,3
10334297,3
10334305,2
10334317,1
10334318,2
10334323,2
10334327,1
10334415,3
10335783,3
10336573,3
10337011,2
10337867,3
10339045,2
10340840,3
10341912,3
10342336,3
10342337,2
10342343,3
10342344,3
10342684,3
10342812,1
10342813,3
10342816,1
10342819,3
10344174,3
10352120,1
10352194,3
10353591,1
10353937,2
10354364,3
10359389,3
10359576,2
10360969,2
10361863,3
10363652,1
10364681,3
10365900,2
10366407,2
10368565,2
10369424,3
10369425,3
10370980,2
10371569,2
10372024,1
10372238,3
10372240,3
10372241,3
10372244,2
10372246,3
10372249,3
10372251,3
10372973,1
10373320,3
10374895,1
10375055,3
10376440,2
10376450,2
10376780,2
10378067,2
10379630,3
10381018,3
10382584,2
10382585,2
10382589,1
10382597,3
10383493,1
10384157,2
10385610,1
10386239,3
10388968,2
10388969,2
10388970,3
10388977,3
10388978,3
10388979,3
10388980,2
10388983,2
10388989,2
10389838,2
10389843,2
10389851,1
10389853,2
10389855,3
10389856,3
10389859,1
10391144,1
10391271,3
10391392,2
10391393,2
10391396,3
10391397,2
10391400,2
10391812,3
10392343,2
10392666,3
10393385,1
10393700,2
10393957,2
10395191,3
10395666,2
10396483,3
10396539,3
10398541,2
10398549,3
10399896,3
10400405,3
10401610,1
10403564,3
10403771,1
10403912,2
10403913,2
10403914,2
10404280,1
10404427,1
10404477,2
10404692,3
10404736,2
10404803,2
10404814,2
10404950,1
10406153,3
10406747,3
10409121,3
10409206,1
10411548,2
10411695,1
10413736,3
10414474,3
10414929,1
10414932,3
10415012,2
10415018,2
10415060,2
10415077,2
10415164,3
10415567,2
10415738,1
10417964,3
10418073,3
10419240,2
10421090,3
10421233,3
10421239,2
10421991,2
10423111,2
10424434,2
10425456,1
10426275,2
10426365,2
10426368,2
10426378,1
10426379,3
10426380,3
10426385,3
10426387,2
10428734,3
10430816,3
10430937,2
10430939,2
10431718,1
10432377,2
10432906,2
10433062,3
10433063,2
10433100,1
10433350,3
10433489,1
10433799,2
10434871,2
10435718,2
10436250,3
10436255,3
10436256,2
10436381,2
10438898,2
10439311,2
10440118,1
10440119,2
10440120,3
10440123,3
10441042,3
10441167,2
10441179,2
10441739,2
10442450,3
10443915,1
10445763,1
10445829,2
10445835,3
10445836,3
10445840,2
10446946,2
10447516,3
10447519,2
10447523,3
10447526,3
10447755,1
10448879,1
10449200,1
10449443,2
10449528,2
10450377,2
10450504,2
10450508,2
10450511,2
10450931,2
10451540,1
10453045,2
10454950,3
10455296,1
10455465,3
10457237,3
10457741,2
10458327,2
10459535,1
10459555,3
10460772,2
10462137,1
10462142,2
10463144,3
